formula,hform,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData range Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData minimum NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData maximum NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,DemlData maximum atom_radius,DemlData minimum molar_vol,DemlData maximum heat_fusion,DemlData minimum heat_cap,DemlData mean heat_cap,DemlData minimum first_ioniz,DemlData mean electric_pol,DemlData minimum GGAU_Etot,DemlData maximum GGAU_Etot,DemlData range GGAU_Etot,DemlData minimum FERE correction,DemlData maximum FERE correction,DemlData range FERE correction,PymatgenData maximum block,PymatgenData range block,PymatgenData mean block,PymatgenData std_dev block,PymatgenData minimum electrical_resistivity,PymatgenData maximum electrical_resistivity,PymatgenData minimum velocity_of_sound,PymatgenData mean velocity_of_sound,PymatgenData maximum thermal_conductivity,PymatgenData minimum bulk_modulus,PymatgenData mean bulk_modulus,PymatgenData minimum coefficient_of_linear_thermal_expansion,0-norm,2-norm,frac p valence electrons
Hf2Te6,-0.6187441540285414,52.0,72.0,20.0,57.0,52.0,45.0,90.0,78.75,16.875,90.0,722.66,2506.0,1168.495,722.66,1.0,175.0,37.0,2.1,0.8,1.9,2.1,2.0,2.0,2.0,0.0,4.0,1.5,10.0,8.0,0.0,0.0,16.0,2.0,0.0,0.0,2.0,0.75,2.0,8.0,0.0,2.0,3.5,34.7633333333,31.622499999975,0.0,0.464,0.464,0.0,152.0,194.0,162.5,15.75,155,13.44,25500.0,25.73,25.73,658500,8.175,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.25,0.7071067811865476,3.31e-07,0.0001,2610.0,2710.0,23.0,65.0,76.25,5.9e-06,2,0.7905694150420949,0.1818181818181818
Hf2Ti2Br3ClS4,-1.4971520913110308,16.0,72.0,56.0,31.166666666666668,16.0,43.0,95.0,75.58333333333333,21.05555555555556,88.0,171.6,2506.0,951.37,388.36,3.0,175.0,73.0,3.16,1.86,2.3366666666666664,2.58,2.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.6666666666666666,2.0,8.0,0.0,1.0,3.6666666666666665,29.48,24.48875,0.0,2.493,2.202,2.25333333333e-05,64.0,194.0,109.33333333333331,56.44444444444444,155,10.64,25500.0,22.75,37.79991666666667,658500,7.0441666666666665,-8.12,-1.79,6.329999999999999,0.0532157398565855,0.7223042388381522,0.6690884989815666,3.0,1.0,2.333333333333333,0.5393598899705937,3.31e-07,2000000000000000.0,206.0,3253.8468750000006,23.0,1.1,39.8,5.9e-06,5,0.485912657903775,0.2857142857142857
Hf2Ti2Br7Cl,-1.209728922491287,17.0,72.0,55.0,37.5,35.0,43.0,95.0,77.91666666666667,22.61111111111111,95.0,171.6,2506.0,910.5166666666668,265.8,3.0,175.0,73.0,3.16,1.86,2.4633333333333334,2.96,2.0,2.0,2.0,0.0,5.0,2.2222222222222223,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,1.0,0.4444444444444444,1.0,8.0,0.0,1.0,3.333333333333333,29.48,25.719791666666666,0.0,2.493,1.457,2.25333333333e-05,64.0,194.0,107.33333333333331,57.77777777777778,155,10.64,25500.0,25.06,55.44658333333333,658500,7.094166666666666,-8.12,-1.79,6.329999999999999,0.0532157398565855,0.7223042388381522,0.6690884989815666,3.0,1.0,2.333333333333333,0.6099942813304187,3.31e-07,78000000000.0,206.0,3253.8468750000006,23.0,1.1,37.86666666666667,5.9e-06,4,0.6346477588219923,0.2352941176470588
Hf2Ti2O8,-3.0821521080486414,8.0,72.0,64.0,21.0,8.0,43.0,87.0,72.66666666666667,19.11111111111111,87.0,54.8,2506.0,777.6999999999999,54.8,4.0,175.0,109.0,3.44,2.14,2.766666666666667,3.44,2.0,2.0,2.0,0.0,4.0,1.777777777777778,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,22.2,12.551666666666668,0.0,0.0,0.0,2.25333333333e-05,12.0,194.0,72.66666666666667,80.8888888888889,155,10.64,25500.0,25.06,28.05033333333333,658500,5.667999999999999,-8.12,-4.99,3.129999999999999,0.0532157398565855,0.7223042388381522,0.6690884989815666,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,24391195280670.85,317.5,1403.3333333333333,23.0,90.79420289855072,97.19613526570048,5.9e-06,3,0.7071067811865476,0.3478260869565217
Hf2Ti2S8,-1.258746418212959,16.0,72.0,56.0,26.33333333333333,16.0,43.0,88.0,73.33333333333333,19.55555555555556,88.0,388.36,2506.0,1000.0733333333334,388.36,3.0,175.0,70.0,2.58,1.28,2.1933333333333334,2.58,2.0,2.0,2.0,0.0,4.0,1.777777777777778,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,25.786875,23.672916666666666,0.0,2.202,2.202,2.25333333333e-05,70.0,194.0,111.33333333333331,55.11111111111111,155,10.64,25500.0,22.75,23.631666666666664,658500,7.066666666666666,-8.12,-4.06,4.06,0.0532157398565855,0.7223042388381522,0.6690884989815666,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,2000000000000000.0,3010.0,3528.8250000000003,23.0,7.7,41.8,5.9e-06,3,0.7071067811865476,0.3478260869565217
Hf2Ti2Se8,-1.0800147119986978,22.0,72.0,50.0,38.333333333333336,34.0,43.0,89.0,74.0,20.0,89.0,494.0,2506.0,1070.5,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.1733333333333333,2.55,2.0,2.0,2.0,0.0,4.0,1.777777777777778,10.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,25.92,23.761666666666667,0.0,0.799,0.799,2.25333333333e-05,14.0,194.0,74.0,80.0,155,10.64,25500.0,25.06,25.373666666666665,658500,7.646666666666666,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,24391195280670.85,3010.0,3425.0,23.0,8.3,42.2,5.9e-06,3,0.7071067811865476,0.1860465116279069
Hf2Ti2Te8,-0.6364331640840657,22.0,72.0,50.0,50.333333333333336,52.0,43.0,90.0,74.66666666666667,20.444444444444443,90.0,722.66,2506.0,1222.9399999999998,722.66,2.0,175.0,37.0,2.1,0.8,1.8733333333333333,2.1,2.0,2.0,2.0,0.0,4.0,1.777777777777778,10.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,34.7633333333,29.657222222199994,0.0,0.464,0.464,2.25333333333e-05,152.0,194.0,166.0,18.666666666666668,155,10.64,25500.0,25.06,25.618333333333336,658500,8.799999999999999,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,0.0001,2610.0,2931.6666666666665,23.0,65.0,80.0,5.9e-06,3,0.7071067811865476,0.1860465116279069
Hf2TiCl2N3,-1.5865216696943332,7.0,72.0,65.0,27.625,7.0,43.0,94.0,70.875,19.90625,82.0,63.05,2506.0,935.66875,63.05,4.0,175.0,104.0,3.16,1.86,2.4475,3.04,2.0,2.0,2.0,0.0,5.0,1.78125,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,3.0,1.21875,3.0,8.0,0.0,1.0,4.375,24.4975,19.29890625,0.0,6.437,6.437,2.25333333333e-05,64.0,194.0,161.5,48.75,155,10.64,25500.0,25.06,28.973750000000003,658500,6.8325,-8.31,-1.79,6.5200000000000005,-0.1999999999999993,0.7223042388381522,0.9223042388381516,3.0,1.0,2.375,0.5710402407201608,3.31e-07,24391195280670.85,206.0,1446.6,23.0,1.1,75.57282608695652,5.9e-06,4,0.5303300858899106,0.2753623188405797
Hf2TiZrBr8,-1.2100669147975498,22.0,72.0,50.0,40.5,35.0,43.0,95.0,78.08333333333333,22.55555555555556,95.0,265.8,2506.0,933.95,265.8,2.0,175.0,55.0,2.96,1.66,2.4291666666666667,2.96,2.0,2.0,2.0,0.0,5.0,2.222222222222222,10.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0,1.0,0.4444444444444445,1.0,8.0,0.0,1.0,3.333333333333333,29.48,26.67708333333333,0.0,1.457,1.457,2.25333333333e-05,64.0,194.0,107.33333333333331,57.77777777777777,155,10.64,25500.0,25.06,58.95,640100,7.441666666666667,-8.12,-4.027581150943397,4.092418849056602,0.0532157398565855,0.725294373888687,0.6720786340321014,3.0,1.0,2.333333333333333,0.6575959492214292,3.31e-07,78000000000.0,3010.0,3500.491666666667,23.0,1.9,36.33285024154589,5.7e-06,4,0.6972166887783963,0.2222222222222222
Hf2V2WC3O6,-1.496992593392756,6.0,74.0,68.0,23.571428571428573,8.0,45.0,87.0,70.42857142857143,17.020408163265305,87.0,54.8,3823.0,1776.4857142857145,54.8,4.0,175.0,109.0,3.44,2.14,2.6078571428571427,3.44,2.0,2.0,2.0,0.0,4.0,1.5918367346938775,4.0,4.0,0.0,0.0,4.0,16.0,0.0,0.0,4.0,1.2244897959183674,2.0,8.0,0.0,2.0,4.285714285714286,22.2,11.287142857142856,0.0,4.496,0.0,0.0,12.0,229.0,123.5,95.57142857142856,155,5.29,35000.0,6.115,22.865928571428576,650900,7.888952806122448,-9.7359,-4.027581150943397,5.708318849056604,-0.4519725884764867,0.7223042388381522,1.174276827314639,3.0,1.0,2.357142857142857,0.5629399687806012,5.28e-08,24391195280670.85,317.5,5519.214285714285,170.0,33.0,106.6975155279503,4.5e-06,5,0.5248906591678238,0.2631578947368421
Hf2VClI3S,-0.7231264401208444,16.0,72.0,56.0,44.875,53.0,45.0,96.0,75.75,22.8125,96.0,171.6,2506.0,1114.4387500000005,386.85,3.0,175.0,73.0,3.16,1.86,2.2437500000000004,2.66,2.0,2.0,2.0,0.0,5.0,2.25,10.0,10.0,0.0,0.0,5.0,13.0,0.0,0.0,2.0,0.5625,1.0,8.0,0.0,1.0,3.625,43.015,29.592421875000003,0.0,2.493,1.062,0.0,64.0,229.0,117.875,65.84375,155,8.32,25500.0,22.75,37.046125,650900,8.241249999999999,-8.12,-1.79,6.329999999999999,-0.4519725884764867,0.7223042388381522,1.174276827314639,3.0,1.0,2.375,0.5590169943749475,1.97e-07,2000000000000000.0,206.0,3101.11875,31.0,1.1,51.4875,5.9e-06,5,0.5,0.2285714285714285
Hf2VClIO4,-2.350148030076115,8.0,72.0,64.0,29.88888888888889,8.0,45.0,96.0,74.88888888888889,19.703703703703702,87.0,54.8,2506.0,885.85,54.8,4.0,175.0,109.0,3.44,2.14,2.645555555555556,3.44,2.0,2.0,2.0,0.0,5.0,1.9259259259259256,10.0,10.0,0.0,0.0,5.0,13.0,0.0,0.0,2.0,0.7901234567901234,2.0,8.0,0.0,1.0,3.6666666666666665,43.015,17.926944444444445,0.0,2.493,0.0,0.0,12.0,229.0,88.11111111111111,78.37037037037037,155,8.32,25500.0,24.89,31.36122222222222,650900,6.170888888888888,-8.12,-1.79,6.329999999999999,-0.4519725884764867,0.7223042388381522,1.174276827314639,3.0,1.0,2.333333333333333,0.5570860145311556,1.97e-07,24391195280670.85,206.0,1729.0819444444444,31.0,1.1,83.55297906602254,5.9e-06,5,0.5328701692569688,0.2921348314606741
Hf2Zr2Br2IS3Se2,-1.3662509129874785,16.0,72.0,56.0,38.583333333333336,16.0,44.0,96.0,75.5,20.666666666666668,88.0,265.8,2506.0,1028.2941666666668,388.36,3.0,175.0,70.0,2.96,1.66,2.223333333333333,2.58,2.0,2.0,2.0,0.0,5.0,1.9444444444444444,10.0,10.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.7638888888888888,2.0,8.0,0.0,1.0,3.75,43.015,26.830468750000005,0.0,2.202,2.202,0.0,14.0,194.0,100.5,62.333333333333336,155,13.44,25500.0,22.75,35.58133333333333,640100,7.990833333333332,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.725294373888687,0.7952943738886868,3.0,1.0,2.333333333333333,0.5207556439232954,3.31e-07,2000000000000000.0,3010.0,3446.2020833333336,23.0,1.9,37.73236714975845,5.7e-06,6,0.4249182927993987,0.2413793103448275
Hf2Zr2O8,-3.1260110649757045,8.0,72.0,64.0,24.0,8.0,44.0,87.0,72.83333333333333,18.88888888888889,87.0,54.8,2506.0,808.8666666666667,54.8,4.0,175.0,109.0,3.44,2.14,2.731666666666667,3.44,2.0,2.0,2.0,0.0,4.0,1.777777777777778,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,23.195,13.635833333333332,0.0,0.0,0.0,0.0,12.0,194.0,72.66666666666667,80.8888888888889,155,13.44,25500.0,25.36,28.10033333333333,640100,6.217999999999999,-8.12,-4.99,3.129999999999999,0.2300000000000004,0.725294373888687,0.4952943738886866,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,24391195280670.85,317.5,1346.6666666666667,23.0,90.79420289855072,93.9951690821256,5.7e-06,3,0.7071067811865476,0.3478260869565217
Hf2Zr2S8,-1.3886714261105897,16.0,72.0,56.0,29.33333333333333,16.0,44.0,88.0,73.5,19.33333333333333,88.0,388.36,2506.0,1031.24,388.36,3.0,175.0,70.0,2.58,1.28,2.158333333333333,2.58,2.0,2.0,2.0,0.0,4.0,1.777777777777778,2.0,2.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,25.786875,24.75708333333333,0.0,2.202,2.202,0.0,70.0,194.0,111.33333333333331,55.11111111111111,155,13.44,25500.0,22.75,23.68166666666667,640100,7.616666666666666,-8.12,-4.06,4.06,0.0599999999999996,0.725294373888687,0.6652943738886874,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,2000000000000000.0,3010.0,3472.1583333333333,23.0,7.7,38.59903381642512,5.7e-06,3,0.7071067811865476,0.3478260869565217
Hf2Zr2Se8,-1.2004163392414284,34.0,72.0,38.0,41.333333333333336,34.0,44.0,89.0,74.16666666666667,19.77777777777777,89.0,494.0,2506.0,1101.6666666666667,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.138333333333333,2.55,2.0,2.0,2.0,0.0,4.0,1.777777777777778,10.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,25.92,24.84583333333333,0.0,0.799,0.799,0.0,14.0,194.0,74.0,80.0,155,13.44,25500.0,25.36,25.423666666666666,640100,8.196666666666665,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.725294373888687,0.7952943738886868,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,24391195280670.85,3010.0,3368.333333333333,23.0,8.3,38.99903381642512,5.7e-06,3,0.7071067811865476,0.1860465116279069
Hf2Zr2Te8,-0.7424998490580386,40.0,72.0,32.0,53.333333333333336,52.0,44.0,90.0,74.83333333333333,20.222222222222225,90.0,722.66,2506.0,1254.1066666666666,722.66,1.0,175.0,37.0,2.1,0.8,1.8383333333333336,2.1,2.0,2.0,2.0,0.0,4.0,1.777777777777778,10.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.888888888888889,2.0,8.0,0.0,2.0,4.0,34.7633333333,30.741388888866663,0.0,0.464,0.464,0.0,152.0,194.0,166.0,18.666666666666668,155,13.44,25500.0,25.36,25.668333333333333,640100,9.35,-8.12,-3.14,4.979999999999999,-0.1103408197224911,0.725294373888687,0.8356351936111781,3.0,1.0,2.333333333333333,0.6666666666666667,3.31e-07,0.0001,2610.0,2875.0,23.0,65.0,76.79903381642511,5.7e-06,3,0.7071067811865476,0.1860465116279069
Hf2Zr5C3HNO8,-2.040676582031135,1.0,72.0,71.0,21.7,8.0,44.0,92.0,70.55,18.385,87.0,14.01,3823.0,1381.823,54.8,5.0,175.0,144.0,3.44,2.14,2.483,3.44,1.0,2.0,2.0,0.0,4.0,1.655,2.0,2.0,0.0,0.0,1.0,17.0,1.0,0.0,4.0,1.2399999999999998,2.0,8.0,0.0,1.0,4.4,23.195,13.5759375,0.0,7.853,0.0,0.0,12.0,194.0,121.2,87.35999999999999,155,5.29,25500.0,6.115,24.36988879310345,640100,8.959689285714287,-8.31,-4.027581150943397,4.282418849056604,-0.1999999999999993,0.725294373888687,0.9252943738886864,3.0,2.0,2.3,0.6472394602609756,3.31e-07,24391195280670.85,317.5,4210.68,140.0,33.0,84.04565217391303,5.7e-06,6,0.5099019513592785,0.3360655737704918
Hf2ZrHO6,-2.796664639636771,1.0,72.0,71.0,23.3,8.0,44.0,92.0,74.8,18.08,87.0,14.01,2506.0,748.2810000000001,54.8,5.0,175.0,144.0,3.44,2.14,2.6770000000000005,3.44,1.0,2.0,2.0,0.0,4.0,1.9200000000000004,2.0,2.0,0.0,0.0,1.0,17.0,1.0,0.0,2.0,0.9600000000000002,2.0,8.0,0.0,1.0,3.7,23.195,12.884,0.0,7.853,0.0,0.0,12.0,194.0,84.8,87.35999999999999,155,11.42,25500.0,25.36,27.97327758620689,640100,6.755644642857142,-8.12,-4.027581150943397,4.092418849056602,0.093176359767253,0.725294373888687,0.632118014121434,3.0,2.0,2.2,0.7878385971583354,3.31e-07,24391195280670.85,317.5,1299.5,23.0,90.79420289855072,94.63536231884056,5.7e-06,4,0.648074069840786,0.3116883116883117
Hf2ZrSe6,-1.3594471999601627,34.0,72.0,38.0,43.11111111111112,34.0,44.0,89.0,74.22222222222223,19.703703703703702,89.0,494.0,2506.0,1122.6666666666667,494.0,2.0,175.0,55.0,2.55,1.2499999999999998,2.1366666666666667,2.55,2.0,2.0,2.0,0.0,4.0,1.7777777777777777,10.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0,2.0,0.8888888888888888,2.0,8.0,0.0,2.0,4.0,25.92,24.79055555555556,0.0,0.799,0.799,0.0,14.0,194.0,74.0,80.0,155,13.44,25500.0,25.36,25.444222222222223,640100,8.102222222222222,-8.12,-3.48,4.639999999999999,-0.0699999999999998,0.725294373888687,0.7952943738886868,3.0,1.0,2.333333333333333,0.6708203932499369,3.31e-07,24391195280670.85,3010.0,3324.4444444444443,23.0,8.3,40.06602254428341,5.7e-06,3,0.7114582486036499,0.1764705882352941
Hf3B2,-0.0316662454393451,5.0,72.0,67.0,45.2,72.0,45.0,72.0,55.8,12.96,45.0,2348.0,2506.0,2442.8,2506.0,4.0,175.0,91.0,2.04,0.74,1.596,1.3,2.0,2.0,2.0,0.0,1.0,0.4800000000000001,2.0,2.0,0.0,14.0,3.0,15.0,0.0,0.0,5.0,2.4,0.0,8.0,8.0,5.0,6.8,22.2,16.189,0.0,1.524,0.0,0.0,166.0,194.0,182.8,13.439999999999998,155,4.39,50000.0,11.087,19.8728,658500,14.697778571428568,-8.12,-4.027581150943397,4.092418849056602,0.093176359767253,0.7223042388381522,0.6291278790708992,3.0,1.0,2.6,0.7071067811865476,3.31e-07,15000.0,3010.0,8286.0,27.0,110.0,194.0,5.9e-06,2,0.7211102550927979,0.0333333333333333
Hf3B2Cl2,-1.1121331453997894,5.0,72.0,67.0,37.142857142857146,72.0,45.0,94.0,66.71428571428571,18.612244897959183,45.0,171.6,2506.0,1793.8857142857144,2506.0,4.0,175.0,91.0,3.16,1.86,2.042857142857143,1.3,2.0,2.0,2.0,0.0,5.0,1.8775510204081631,2.0,2.0,0.0,14.0,3.0,15.0,0.0,0.0,5.0,1.8775510204081631,0.0,8.0,8.0,1.0,5.142857142857143,24.4975,18.562857142857144,0.0,2.493,0.0,0.0,64.0,194.0,148.85714285714286,48.48979591836735,155,4.39,50000.0,11.087,23.894571428571428,658500,11.121270408163264,-8.12,-1.79,6.329999999999999,0.093176359767253,0.7223042388381522,0.6291278790708992,3.0,1.0,2.4285714285714284,0.6123724356957945,3.31e-07,15000.0,206.0,5977.428571428572,27.0,1.1,138.8857142857143,5.9e-06,3,0.5890150893739514,0.1621621621621621
Hf3B2F2,-1.6729215156567037,5.0,72.0,67.0,34.857142857142854,72.0,45.0,93.0,66.42857142857143,18.36734693877551,45.0,53.5,2506.0,1760.142857142857,2506.0,4.0,175.0,118.0,3.98,2.68,2.277142857142857,1.3,2.0,2.0,2.0,0.0,5.0,1.8775510204081631,2.0,2.0,0.0,14.0,3.0,15.0,0.0,0.0,5.0,1.8775510204081631,0.0,8.0,8.0,1.0,5.142857142857143,22.2,14.337142857142856,0.0,1.97,0.0,0.0,15.0,194.0,134.85714285714286,68.48979591836735,155,4.39,50000.0,11.087,23.138857142857145,658500,10.65755612244898,-8.12,-1.86,6.259999999999999,0.093176359767253,0.7223042388381522,0.6291278790708992,3.0,1.0,2.4285714285714284,0.6123724356957945,3.31e-07,24391195280670.85,3010.0,6920.210714285714,27.0,90.79420289855072,164.5126293995859,5.9e-06,3,0.5890150893739514,0.1621621621621621
Hf3B2F2S2,-1.009343539209253,5.0,72.0,67.0,30.666666666666668,72.0,45.0,93.0,71.22222222222223,17.48148148148148,45.0,53.5,2506.0,1455.302222222222,2506.0,4.0,175.0,118.0,3.98,2.68,2.344444444444445,1.3,2.0,2.0,2.0,0.0,5.0,2.0246913580246915,2.0,2.0,0.0,14.0,3.0,15.0,0.0,0.0,5.0,1.5308641975308643,0.0,8.0,8.0,1.0,4.444444444444445,25.786875,16.881527777777777,0.0,2.202,0.0,0.0,15.0,194.0,120.44444444444444,69.28395061728396,155,4.39,50000.0,11.087,23.052444444444447,658500,8.93365476190476,-8.12,-1.86,6.259999999999999,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,1.0,2.333333333333333,0.5477225575051661,3.31e-07,2000000000000000.0,3010.0,6161.438888888889,27.0,7.7,129.66537842190016,5.9e-06,4,0.5091750772173156,0.2325581395348837
Hf3B2F2Se2,-0.9243410703264812,5.0,72.0,67.0,34.666666666666664,72.0,45.0,93.0,71.44444444444444,17.629629629629633,45.0,53.5,2506.0,1478.7777777777778,2506.0,4.0,175.0,118.0,3.98,2.68,2.3377777777777777,1.3,2.0,2.0,2.0,0.0,5.0,2.0246913580246915,10.0,10.0,0.0,14.0,3.0,15.0,0.0,0.0,5.0,1.5308641975308643,0.0,8.0,8.0,1.0,4.444444444444445,25.92,16.91111111111111,0.0,1.97,0.0,0.0,14.0,194.0,108.0,83.11111111111111,155,4.39,50000.0,11.087,23.633111111111116,658500,9.126988095238096,-8.12,-1.86,6.259999999999999,-0.0699999999999998,0.7223042388381522,0.792304238838152,3.0,1.0,2.333333333333333,0.5477225575051661,3.31e-07,24391195280670.85,3010.0,6126.830555555555,27.0,8.3,129.79871175523348,5.9e-06,4,0.5091750772173156,0.1886792452830188
Hf3B2F2Te2,-0.8430539142793015,5.0,72.0,67.0,38.66666666666666,72.0,45.0,93.0,71.66666666666667,17.77777777777778,45.0,53.5,2506.0,1529.591111111111,2506.0,4.0,175.0,118.0,3.98,2.68,2.2377777777777776,1.3,2.0,2.0,2.0,0.0,5.0,2.0246913580246915,10.0,10.0,0.0,14.0,3.0,15.0,0.0,0.0,5.0,1.5308641975308643,0.0,8.0,8.0,1.0,4.444444444444445,34.7633333333,18.876296296288885,0.0,1.97,0.0,0.0,15.0,194.0,138.66666666666666,54.96296296296296,155,4.39,50000.0,11.087,23.71466666666667,658500,9.511432539682538,-8.12,-1.86,6.259999999999999,-0.1103408197224911,0.7223042388381522,0.8326450585606433,3.0,1.0,2.333333333333333,0.5477225575051661,3.31e-07,24391195280670.85,2610.0,5962.386111111111,27.0,65.0,142.39871175523348,5.9e-06,4,0.5091750772173156,0.1886792452830188
Hf3B2H2,-0.3810301709614683,1.0,72.0,71.0,32.57142857142857,72.0,45.0,92.0,66.14285714285714,18.12244897959184,45.0,14.01,2506.0,1748.86,2506.0,5.0,175.0,144.0,2.2,0.9000000000000001,1.768571428571429,1.3,1.0,2.0,2.0,0.0,1.0,0.4081632653061224,2.0,2.0,0.0,14.0,1.0,17.0,1.0,0.0,5.0,2.0408163265306123,0.0,8.0,8.0,1.0,5.142857142857143,22.2,13.453571428571427,0.0,7.853,0.0,0.0,166.0,194.0,186.0,11.428571428571429,155,4.39,50000.0,11.087,21.80765024630542,658500,14.0539693877551,-8.12,-4.027581150943397,4.092418849056602,0.093176359767253,0.7223042388381522,0.6291278790708992,3.0,2.0,2.142857142857143,1.0307764064044151,3.31e-07,24391195280670.85,1270.0,6281.428571428572,27.0,90.79420289855072,164.5126293995859,5.9e-06,3,0.5890150893739514,0.032258064516129
Hf3B2H2O2,-1.1452879607539803,1.0,72.0,71.0,27.11111111111111,72.0,45.0,92.0,70.77777777777777,17.185185185185187,45.0,14.01,2506.0,1372.4022222222222,2506.0,5.0,175.0,144.0,3.44,2.14,2.14,1.3,1.0,2.0,2.0,0.0,4.0,1.2839506172839508,2.0,2.0,0.0,14.0,1.0,17.0,1.0,0.0,5.0,1.7283950617283952,0.0,8.0,8.0,1.0,4.444444444444445,22.2,12.487222222222222,0.0,7.853,0.0,0.0,12.0,194.0,147.33333333333334,60.14814814814814,155,4.39,50000.0,11.087,23.489950191570884,658500,11.1090873015873,-8.12,-4.027581150943397,4.092418849056602,0.093176359767253,0.7223042388381522,0.6291278790708992,3.0,2.0,2.111111111111111,0.8563488385776753,3.31e-07,24391195280670.85,317.5,4956.111111111111,27.0,90.79420289855072,148.1307568438003,5.9e-06,4,0.5091750772173156,0.1351351351351351
Hf3B2H2S2,-0.6109155470526283,1.0,72.0,71.0,28.88888888888889,72.0,45.0,92.0,71.0,17.333333333333332,45.0,14.01,2506.0,1446.5266666666666,2506.0,5.0,175.0,144.0,2.58,1.28,1.948888888888889,1.3,1.0,2.0,2.0,0.0,4.0,1.2839506172839508,2.0,2.0,0.0,14.0,1.0,17.0,1.0,0.0,5.0,1.7283950617283952,0.0,8.0,8.0,1.0,4.444444444444445,25.786875,16.194305555555555,0.0,7.853,0.0,0.0,70.0,194.0,160.22222222222223,40.09876543209876,155,4.39,50000.0,11.087,22.017061302681995,658500,11.57530952380952,-8.12,-4.027581150943397,4.092418849056602,0.0599999999999996,0.7223042388381522,0.6623042388381526,3.0,2.0,2.111111111111111,0.8563488385776753,3.31e-07,2000000000000000.0,1270.0,5664.608333333334,27.0,7.7,129.66537842190016,5.9e-06,4,0.5091750772173156,0.1351351351351351
